results_df_name,model_name,metric_category,condition,metric
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Consolidation,F1 Score
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Edema,TP
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Edema,FP
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Edema,FN
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Edema,TN
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Edema,TPR
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Edema,FPR
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Edema,FNR
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Edema,TNR
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Edema,Precision
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Edema,Recall
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Edema,BER
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Edema,F1 Score
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Atelectasis,TP
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Atelectasis,FP
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Atelectasis,FN
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Atelectasis,TN
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Atelectasis,TPR
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Atelectasis,FPR
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Atelectasis,FNR
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Atelectasis,TNR
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Atelectasis,Precision
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Atelectasis,Recall
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Atelectasis,BER
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Atelectasis,F1 Score
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Pleural Effusion,TP
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Pleural Effusion,FP
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Pleural Effusion,FN
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Pleural Effusion,TN
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Pleural Effusion,TPR
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Pleural Effusion,FPR
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Pleural Effusion,FNR
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Pleural Effusion,TNR
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Pleural Effusion,Precision
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Pleural Effusion,Recall
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Pleural Effusion,BER
valid_rad_results,resnet_base224_enhanced,positive_vs_negative,Pleural Effusion,F1 Score
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Cardiomegaly,TP
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Cardiomegaly,FP
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Cardiomegaly,FN
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Cardiomegaly,TN
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Cardiomegaly,TPR
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Cardiomegaly,FPR
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Cardiomegaly,FNR
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Cardiomegaly,TNR
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Cardiomegaly,Precision
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Cardiomegaly,Recall
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Cardiomegaly,BER
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Cardiomegaly,F1 Score
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Consolidation,TP
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Consolidation,FP
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Consolidation,FN
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Consolidation,TN
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Consolidation,TPR
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Consolidation,FPR
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Consolidation,FNR
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Consolidation,TNR
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Consolidation,Precision
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Consolidation,Recall
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Consolidation,BER
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Consolidation,F1 Score
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Edema,TP
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Edema,FP
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Edema,FN
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Edema,TN
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Edema,TPR
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Edema,FPR
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Edema,FNR
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Edema,TNR
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Edema,Precision
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Edema,Recall
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Edema,BER
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Edema,F1 Score
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Atelectasis,TP
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Atelectasis,FP
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Atelectasis,FN
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Atelectasis,TN
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Atelectasis,TPR
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Atelectasis,FPR
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Atelectasis,FNR
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Atelectasis,TNR
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Atelectasis,Precision
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Atelectasis,Recall
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Atelectasis,BER
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Atelectasis,F1 Score
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Pleural Effusion,TP
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Pleural Effusion,FP
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Pleural Effusion,FN
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Pleural Effusion,TN
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Pleural Effusion,TPR
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Pleural Effusion,FPR
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Pleural Effusion,FNR
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Pleural Effusion,TNR
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Pleural Effusion,Precision
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Pleural Effusion,Recall
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Pleural Effusion,BER
valid_rad_results,resnet_base224_enhanced,certain_vs_uncertain,Pleural Effusion,F1 Score
valid_rad_results,densenet_base224,positive_vs_negative,Cardiomegaly,TP
valid_rad_results,densenet_base224,positive_vs_negative,Cardiomegaly,FP
valid_rad_results,densenet_base224,positive_vs_negative,Cardiomegaly,FN
valid_rad_results,densenet_base224,positive_vs_negative,Cardiomegaly,TN
valid_rad_results,densenet_base224,positive_vs_negative,Cardiomegaly,TPR
valid_rad_results,densenet_base224,positive_vs_negative,Cardiomegaly,FPR
valid_rad_results,densenet_base224,positive_vs_negative,Cardiomegaly,FNR
valid_rad_results,densenet_base224,positive_vs_negative,Cardiomegaly,TNR
valid_rad_results,densenet_base224,positive_vs_negative,Cardiomegaly,Precision
valid_rad_results,densenet_base224,positive_vs_negative,Cardiomegaly,Recall
valid_rad_results,densenet_base224,positive_vs_negative,Cardiomegaly,BER
valid_rad_results,densenet_base224,positive_vs_negative,Cardiomegaly,F1 Score
valid_rad_results,densenet_base224,positive_vs_negative,Consolidation,TP
valid_rad_results,densenet_base224,positive_vs_negative,Consolidation,FP
valid_rad_results,densenet_base224,positive_vs_negative,Consolidation,FN
valid_rad_results,densenet_base224,positive_vs_negative,Consolidation,TN
valid_rad_results,densenet_base224,positive_vs_negative,Consolidation,TPR
valid_rad_results,densenet_base224,positive_vs_negative,Consolidation,FPR
valid_rad_results,densenet_base224,positive_vs_negative,Consolidation,FNR
valid_rad_results,densenet_base224,positive_vs_negative,Consolidation,TNR
valid_rad_results,densenet_base224,positive_vs_negative,Consolidation,Precision
valid_rad_results,densenet_base224,positive_vs_negative,Consolidation,Recall
valid_rad_results,densenet_base224,positive_vs_negative,Consolidation,BER
valid_rad_results,densenet_base224,positive_vs_negative,Consolidation,F1 Score
valid_rad_results,densenet_base224,positive_vs_negative,Edema,TP
valid_rad_results,densenet_base224,positive_vs_negative,Edema,FP
valid_rad_results,densenet_base224,positive_vs_negative,Edema,FN
valid_rad_results,densenet_base224,positive_vs_negative,Edema,TN
valid_rad_results,densenet_base224,positive_vs_negative,Edema,TPR
valid_rad_results,densenet_base224,positive_vs_negative,Edema,FPR
valid_rad_results,densenet_base224,positive_vs_negative,Edema,FNR
valid_rad_results,densenet_base224,positive_vs_negative,Edema,TNR
valid_rad_results,densenet_base224,positive_vs_negative,Edema,Precision
valid_rad_results,densenet_base224,positive_vs_negative,Edema,Recall
valid_rad_results,densenet_base224,positive_vs_negative,Edema,BER
valid_rad_results,densenet_base224,positive_vs_negative,Edema,F1 Score
valid_rad_results,densenet_base224,positive_vs_negative,Atelectasis,TP
valid_rad_results,densenet_base224,positive_vs_negative,Atelectasis,FP
valid_rad_results,densenet_base224,positive_vs_negative,Atelectasis,FN
valid_rad_results,densenet_base224,positive_vs_negative,Atelectasis,TN
valid_rad_results,densenet_base224,positive_vs_negative,Atelectasis,TPR
valid_rad_results,densenet_base224,positive_vs_negative,Atelectasis,FPR
valid_rad_results,densenet_base224,positive_vs_negative,Atelectasis,FNR
valid_rad_results,densenet_base224,positive_vs_negative,Atelectasis,TNR
valid_rad_results,densenet_base224,positive_vs_negative,Atelectasis,Precision
valid_rad_results,densenet_base224,positive_vs_negative,Atelectasis,Recall
valid_rad_results,densenet_base224,positive_vs_negative,Atelectasis,BER
valid_rad_results,densenet_base224,positive_vs_negative,Atelectasis,F1 Score
valid_rad_results,densenet_base224,positive_vs_negative,Pleural Effusion,TP
valid_rad_results,densenet_base224,positive_vs_negative,Pleural Effusion,FP
valid_rad_results,densenet_base224,positive_vs_negative,Pleural Effusion,FN
valid_rad_results,densenet_base224,positive_vs_negative,Pleural Effusion,TN
valid_rad_results,densenet_base224,positive_vs_negative,Pleural Effusion,TPR
valid_rad_results,densenet_base224,positive_vs_negative,Pleural Effusion,FPR
valid_rad_results,densenet_base224,positive_vs_negative,Pleural Effusion,FNR
valid_rad_results,densenet_base224,positive_vs_negative,Pleural Effusion,TNR
valid_rad_results,densenet_base224,positive_vs_negative,Pleural Effusion,Precision
valid_rad_results,densenet_base224,positive_vs_negative,Pleural Effusion,Recall
valid_rad_results,densenet_base224,positive_vs_negative,Pleural Effusion,BER
valid_rad_results,densenet_base224,positive_vs_negative,Pleural Effusion,F1 Score
valid_rad_results,densenet_base224,certain_vs_uncertain,Cardiomegaly,TP
valid_rad_results,densenet_base224,certain_vs_uncertain,Cardiomegaly,FP
valid_rad_results,densenet_base224,certain_vs_uncertain,Cardiomegaly,FN
valid_rad_results,densenet_base224,certain_vs_uncertain,Cardiomegaly,TN
valid_rad_results,densenet_base224,certain_vs_uncertain,Cardiomegaly,TPR
valid_rad_results,densenet_base224,certain_vs_uncertain,Cardiomegaly,FPR
valid_rad_results,densenet_base224,certain_vs_uncertain,Cardiomegaly,FNR
valid_rad_results,densenet_base224,certain_vs_uncertain,Cardiomegaly,TNR
valid_rad_results,densenet_base224,certain_vs_uncertain,Cardiomegaly,Precision
valid_rad_results,densenet_base224,certain_vs_uncertain,Cardiomegaly,Recall
valid_rad_results,densenet_base224,certain_vs_uncertain,Cardiomegaly,BER
valid_rad_results,densenet_base224,certain_vs_uncertain,Cardiomegaly,F1 Score
valid_rad_results,densenet_base224,certain_vs_uncertain,Consolidation,TP
valid_rad_results,densenet_base224,certain_vs_uncertain,Consolidation,FP
valid_rad_results,densenet_base224,certain_vs_uncertain,Consolidation,FN
valid_rad_results,densenet_base224,certain_vs_uncertain,Consolidation,TN
valid_rad_results,densenet_base224,certain_vs_uncertain,Consolidation,TPR
valid_rad_results,densenet_base224,certain_vs_uncertain,Consolidation,FPR
valid_rad_results,densenet_base224,certain_vs_uncertain,Consolidation,FNR
valid_rad_results,densenet_base224,certain_vs_uncertain,Consolidation,TNR
valid_rad_results,densenet_base224,certain_vs_uncertain,Consolidation,Precision
valid_rad_results,densenet_base224,certain_vs_uncertain,Consolidation,Recall
valid_rad_results,densenet_base224,certain_vs_uncertain,Consolidation,BER
valid_rad_results,densenet_base224,certain_vs_uncertain,Consolidation,F1 Score
valid_rad_results,densenet_base224,certain_vs_uncertain,Edema,TP
valid_rad_results,densenet_base224,certain_vs_uncertain,Edema,FP
valid_rad_results,densenet_base224,certain_vs_uncertain,Edema,FN
valid_rad_results,densenet_base224,certain_vs_uncertain,Edema,TN
valid_rad_results,densenet_base224,certain_vs_uncertain,Edema,TPR
valid_rad_results,densenet_base224,certain_vs_uncertain,Edema,FPR
valid_rad_results,densenet_base224,certain_vs_uncertain,Edema,FNR
valid_rad_results,densenet_base224,certain_vs_uncertain,Edema,TNR
valid_rad_results,densenet_base224,certain_vs_uncertain,Edema,Precision
valid_rad_results,densenet_base224,certain_vs_uncertain,Edema,Recall
valid_rad_results,densenet_base224,certain_vs_uncertain,Edema,BER
valid_rad_results,densenet_base224,certain_vs_uncertain,Edema,F1 Score
valid_rad_results,densenet_base224,certain_vs_uncertain,Atelectasis,TP
valid_rad_results,densenet_base224,certain_vs_uncertain,Atelectasis,FP
valid_rad_results,densenet_base224,certain_vs_uncertain,Atelectasis,FN
valid_rad_results,densenet_base224,certain_vs_uncertain,Atelectasis,TN
valid_rad_results,densenet_base224,certain_vs_uncertain,Atelectasis,TPR
valid_rad_results,densenet_base224,certain_vs_uncertain,Atelectasis,FPR
valid_rad_results,densenet_base224,certain_vs_uncertain,Atelectasis,FNR
valid_rad_results,densenet_base224,certain_vs_uncertain,Atelectasis,TNR
valid_rad_results,densenet_base224,certain_vs_uncertain,Atelectasis,Precision
valid_rad_results,densenet_base224,certain_vs_uncertain,Atelectasis,Recall
valid_rad_results,densenet_base224,certain_vs_uncertain,Atelectasis,BER
valid_rad_results,densenet_base224,certain_vs_uncertain,Atelectasis,F1 Score
valid_rad_results,densenet_base224,certain_vs_uncertain,Pleural Effusion,TP
valid_rad_results,densenet_base224,certain_vs_uncertain,Pleural Effusion,FP
valid_rad_results,densenet_base224,certain_vs_uncertain,Pleural Effusion,FN
valid_rad_results,densenet_base224,certain_vs_uncertain,Pleural Effusion,TN
valid_rad_results,densenet_base224,certain_vs_uncertain,Pleural Effusion,TPR
valid_rad_results,densenet_base224,certain_vs_uncertain,Pleural Effusion,FPR
valid_rad_results,densenet_base224,certain_vs_uncertain,Pleural Effusion,FNR
